label,person_id,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98
6,1,0.0,0.0,0.0,0.03610354661941528,-0.07374665141105652,0.11005127429962158,0.056489765644073486,-0.07362180948257446,0.11023068428039551,0.07448375225067139,-0.07311093807220459,0.11102545261383057,-0.03650766611099243,-0.07506641745567322,0.09057962894439697,-0.06142464280128479,-0.0749349296092987,0.09010672569274902,-0.08204582333564758,-0.07386311888694763,0.08990955352783203,0.10012167692184448,-0.038450419902801514,0.7118602395057678,-0.10468479990959167,-0.04387226700782776,0.6201737523078918,0.040881454944610596,0.08152195811271667,0.22246062755584717,-0.03879937529563904,0.0816510021686554,0.19373762607574463,0.27509379386901855,0.4082306921482086,1.0356000661849976,-0.27102094888687134,0.42649176716804504,0.833733081817627,0.34390318393707275,0.9151448011398315,0.5516172051429749,-0.361066073179245,0.903019905090332,0.28868138790130615,0.2908158302307129,0.7754182815551758,-0.49296092987060547,-0.180120587348938,0.9598695039749146,-0.7253192663192749,0.2875186800956726,0.7557072639465332,-0.7112358808517456,-0.13176509737968445,1.0169131755828857,-0.9687827825546265,0.28658729791641235,0.69496750831604,-0.7156444787979126,-0.09787693619728088,0.9292176961898804,-0.9457093477249146,0.26786577701568604,0.7172544002532959,-0.5413182973861694,-0.10383665561676025,0.9205433130264282,-0.7570034265518188,0.1974400281906128,1.351946473121643,1.4378255605697632,-0.17623895406723022,1.3652849197387695,1.2079576253890991,0.2124621868133545,2.1376161575317383,1.2728444337844849,-0.13420376181602478,2.135160446166992,0.8352840542793274,0.2078169584274292,2.8312265872955322,2.435656785964966,-0.129928857088089,2.8506360054016113,1.5422897338867188,0.203804612159729,2.9409079551696777,2.5560548305511475,-0.14184975624084473,2.9506516456604004,1.605087399482727,0.20987838506698608,3.0308165550231934,2.114692449569702,-0.06007587909698486,3.0764620304107666,1.030729055404663
6,1,0.0,0.0,0.0,0.03637218475341797,-0.07337433099746704,0.11018884181976318,0.056303560733795166,-0.07239732146263123,0.11058270931243896,0.07381844520568848,-0.07170388102531433,0.11118805408477783,-0.03429695963859558,-0.07397276163101196,0.0827561616897583,-0.05936184525489807,-0.07386595010757446,0.08243179321289062,-0.08026039600372314,-0.07330331206321716,0.08263957500457764,0.09924018383026123,-0.034907132387161255,0.714643657207489,-0.10253679752349854,-0.04507651925086975,0.5826517343521118,0.04033935070037842,0.07648122310638428,0.2234400510787964,-0.03867620229721069,0.0768733024597168,0.18354201316833496,0.29141056537628174,0.4164356291294098,1.1290678977966309,-0.2688421607017517,0.4133216440677643,0.7142156362533569,0.3663567304611206,0.9447882175445557,0.913240909576416,-0.344754159450531,0.8988276720046997,0.012053966522216797,0.3675352931022644,0.9951814413070679,0.1577157974243164,0.01224219799041748,0.6545498371124268,-0.8796679973602295,0.38645488023757935,1.0337650775909424,0.009641528129577637,0.08108693361282349,0.5758278369903564,-1.1219112873077393,0.3705790042877197,1.002799391746521,-0.03958415985107422,0.09502196311950684,0.502151370048523,-1.017563819885254,0.3466852903366089,0.9954988956451416,0.10192346572875977,0.08120220899581909,0.5220698118209839,-0.870903491973877,0.21467441320419312,1.3680779933929443,1.6377055644989014,-0.1601649522781372,1.3723640441894531,1.3304812908172607,0.22663170099258423,2.145463466644287,1.5167913436889648,-0.11050757765769958,2.1668100357055664,1.0629980564117432,0.2142985463142395,2.8371236324310303,2.6209566593170166,-0.1189795732498169,2.83404278755188,1.8252201080322266,0.20607787370681763,2.9594154357910156,2.7341456413269043,-0.13703566789627075,2.9341061115264893,1.8896198272705078,0.22607344388961792,3.0405471324920654,2.3130202293395996,-0.026411712169647217,3.0702755451202393,1.309370994567871
6,1,0.0,0.0,0.0,0.03445255756378174,-0.0721714198589325,0.10995197296142578,0.05392664670944214,-0.07136672735214233,0.11079967021942139,0.07066196203231812,-0.07075613737106323,0.1113886833190918,-0.03584203124046326,-0.07358673214912415,0.08700549602508545,-0.061460942029953,-0.07424911856651306,0.08704483509063721,-0.08309203386306763,-0.07426884770393372,0.0877842903137207,0.09591203927993774,-0.03504565358161926,0.7333346605300903,-0.10692322254180908,-0.045912593603134155,0.617356538772583,0.04012793302536011,0.07748466730117798,0.23258137702941895,-0.039397090673446655,0.07919767498970032,0.1981186866760254,0.30185842514038086,0.41840463876724243,1.2013558149337769,-0.28210145235061646,0.4231465458869934,0.8039283752441406,0.398648738861084,0.965265154838562,1.1250892877578735,-0.37631118297576904,0.9652501344680786,0.03934955596923828,0.4297042489051819,1.2082228660583496,0.3962056636810303,-0.03332093358039856,0.6175697445869446,-0.9959996938705444,0.46176964044570923,1.312384009361267,0.25908446311950684,0.050025880336761475,0.5165729522705078,-1.2570301294326782,0.42695075273513794,1.299068808555603,0.17159020900726318,0.046594858169555664,0.456543505191803,-1.1549540758132935,0.4019012451171875,1.2607678174972534,0.3283872604370117,0.03110712766647339,0.4869094491004944,-0.9903370141983032,0.22659510374069214,1.3926966190338135,1.770402431488037,-0.1589851975440979,1.3970799446105957,1.5019471645355225,0.24654549360275269,2.1536784172058105,1.4908065795898438,-0.11254099011421204,2.1761269569396973,1.1282081604003906,0.25429385900497437,2.8773348331451416,2.680284023284912,-0.10474163293838501,2.886857748031616,1.9457652568817139,0.25467777252197266,3.0093095302581787,2.803931951522827,-0.11768719553947449,3.0046370029449463,2.0125627517700195,0.24680614471435547,3.095740556716919,2.3602664470672607,-0.01071593165397644,3.1272027492523193,1.3957659006118774
6,1,0.0,0.0,0.0,0.03285425901412964,-0.07401111721992493,0.10884582996368408,0.0526355504989624,-0.07364305853843689,0.11022210121154785,0.0699009895324707,-0.07373467087745667,0.11098802089691162,-0.037558674812316895,-0.07575926184654236,0.08336484432220459,-0.06336236000061035,-0.0769263207912445,0.08374488353729248,-0.0848279595375061,-0.07765251398086548,0.08480274677276611,0.09809529781341553,-0.038643449544906616,0.7316683530807495,-0.10705527663230896,-0.05305781960487366,0.5997270345687866,0.0413932204246521,0.07441860437393188,0.23120331764221191,-0.03935450315475464,0.07564902305603027,0.19246196746826172,0.28407472372055054,0.4205982983112335,1.227709412574768,-0.2841322422027588,0.40943488478660583,0.824420690536499,0.43641531467437744,1.003401517868042,1.305765986442566,-0.40018773078918457,0.9598609209060669,0.054080963134765625,0.45374125242233276,1.4052313566207886,0.6839853525161743,-0.057513028383255005,0.5484744310379028,-0.9891073703765869,0.48753613233566284,1.5659714937210083,0.5700138807296753,0.014013051986694336,0.4347142279148102,-1.2548115253448486,0.43057411909103394,1.5714032649993896,0.4713292121887207,0.02315443754196167,0.38945743441581726,-1.1395094394683838,0.40898966789245605,1.5035961866378784,0.6158421039581299,0.006410062313079834,0.4175000488758087,-0.9793524742126465,0.21384215354919434,1.4073710441589355,1.8932180404663086,-0.16859844326972961,1.4035042524337769,1.6423187255859375,0.22313851118087769,2.1916887760162354,1.6887363195419312,-0.12386375665664673,2.196729898452759,1.4810247421264648,0.24027830362319946,2.94118070602417,2.7856063842773438,-0.10898825526237488,2.8730642795562744,2.372199535369873,0.24379581212997437,3.0871546268463135,2.897796154022217,-0.1219857931137085,2.994293451309204,2.445746660232544,0.2211681604385376,3.163587808609009,2.4136552810668945,-0.0025374293327331543,3.113011598587036,1.8624825477600098
6,1,0.0,0.0,0.0,0.029877007007598877,-0.07774597406387329,0.12003815174102783,0.04877692461013794,-0.07726305723190308,0.12036621570587158,0.06609421968460083,-0.07595914602279663,0.12145400047302246,-0.036602169275283813,-0.07953456044197083,0.08236360549926758,-0.05990448594093323,-0.07982724905014038,0.08175301551818848,-0.0822167694568634,-0.07930499315261841,0.08162987232208252,0.08682757616043091,-0.035757750272750854,0.7416505813598633,-0.11253994703292847,-0.05080080032348633,0.571223795413971,0.03738969564437866,0.07077991962432861,0.22322285175323486,-0.04262170195579529,0.06798526644706726,0.17016339302062988,0.23667025566101074,0.4211624562740326,1.1528990268707275,-0.3042309880256653,0.40406104922294617,0.7213156223297119,0.4577782154083252,0.9133436679840088,0.6890673041343689,-0.378010630607605,0.959122896194458,-0.03837144374847412,0.5116725564002991,0.5773228406906128,-0.3447221517562866,-0.1009114682674408,0.4766533076763153,-1.012221097946167,0.5462105870246887,0.45972612500190735,-0.5137685537338257,-0.0558965802192688,0.3538611829280853,-1.2359633445739746,0.5254072546958923,0.3988129794597626,-0.4937957525253296,-0.045783400535583496,0.3060700595378876,-1.1247668266296387,0.5005959868431091,0.44872745871543884,-0.38472819328308105,-0.057269543409347534,0.34341880679130554,-1.0025873184204102,0.12062853574752808,1.3549678325653076,1.4622386693954468,-0.19244468212127686,1.338668704032898,1.2487859725952148,0.17909443378448486,2.109015464782715,1.2280080318450928,-0.1487569510936737,2.1249256134033203,1.1103712320327759,0.1739864945411682,2.8214433193206787,2.2816529273986816,-0.1423843801021576,2.7813377380371094,1.8412103652954102,0.17447757720947266,2.9339396953582764,2.390355110168457,-0.15103775262832642,2.8726320266723633,1.904845952987671,0.1548295021057129,3.0200135707855225,1.9463508129119873,-0.08344820141792297,3.0031163692474365,1.3623709678649902
6,1,0.0,0.0,0.0,0.03045511245727539,-0.07311132550239563,0.10677218437194824,0.050165414810180664,-0.07003873586654663,0.10702753067016602,0.06718069314956665,-0.06627091765403748,0.10822999477386475,-0.03771844506263733,-0.0788465142250061,0.08863723278045654,-0.06036633253097534,-0.07891702651977539,0.08787655830383301,-0.0795624852180481,-0.07789158821105957,0.08788526058197021,0.08997315168380737,-0.02597630023956299,0.7061812877655029,-0.10028481483459473,-0.04451727867126465,0.618842363357544,0.038621723651885986,0.06926116347312927,0.21693718433380127,-0.039078325033187866,0.06876370310783386,0.1881963014602661,0.2448134422302246,0.38733845949172974,1.0947318077087402,-0.2952120304107666,0.3919958472251892,0.8492681980133057,0.3797043561935425,0.9147794246673584,0.4887074828147888,-0.3565838634967804,0.9316319227218628,0.08756041526794434,0.4113524556159973,0.5492712259292603,-0.6361165046691895,-0.12833094596862793,0.4115312099456787,-0.9603145122528076,0.4252955913543701,0.40607887506484985,-0.8323371410369873,-0.09366890788078308,0.28633183240890503,-1.1757936477661133,0.4042327404022217,0.35989779233932495,-0.7842574119567871,-0.08524030447006226,0.24132639169692993,-1.0828440189361572,0.3906733989715576,0.39758986234664917,-0.6635351181030273,-0.09142005443572998,0.2839183211326599,-0.9565603733062744,0.18614137172698975,1.2655079364776611,1.5309501886367798,-0.17735275626182556,1.2636653184890747,1.415710687637329,0.19870728254318237,1.982938289642334,1.3709850311279297,-0.1309811770915985,2.0106427669525146,1.3245973587036133,0.21350544691085815,2.631096363067627,2.3952484130859375,-0.11038866639137268,2.6066174507141113,2.100524663925171,0.22125470638275146,2.735821008682251,2.498260974884033,-0.11687645316123962,2.689055919647217,2.169196367263794,0.18211978673934937,2.818831443786621,2.0443599224090576,-0.0556168258190155,2.820528507232666,1.658011555671692
6,1,0.0,0.0,0.0,0.029004395008087158,-0.070838063955307,0.10075044631958008,0.05009734630584717,-0.06774750351905823,0.1012721061706543,0.0678451657295227,-0.06422337889671326,0.10248589515686035,-0.036017388105392456,-0.07461202144622803,0.08074045181274414,-0.05814597010612488,-0.07384845614433289,0.08022904396057129,-0.07716706395149231,-0.0721149742603302,0.0803365707397461,0.09286552667617798,-0.02871805429458618,0.6337704062461853,-0.09986236691474915,-0.03932139277458191,0.543643057346344,0.038867056369781494,0.06835809350013733,0.1889604926109314,-0.03924784064292908,0.06892842054367065,0.15922021865844727,0.230585515499115,0.3630978763103485,0.9488675594329834,-0.27273574471473694,0.3679529130458832,0.7334049940109253,0.34339892864227295,0.8452786207199097,0.5176842212677002,-0.3657612204551697,0.8709380626678467,0.13051378726959229,0.36221879720687866,0.41683849692344666,-0.31870973110198975,-0.18242484331130981,0.3598090708255768,-0.7000429630279541,0.36869245767593384,0.30077293515205383,-0.4574699401855469,-0.15847977995872498,0.24483266472816467,-0.872650146484375,0.34515994787216187,0.256928950548172,-0.41320884227752686,-0.14723530411720276,0.18977418541908264,-0.7714231014251709,0.33432483673095703,0.3048282563686371,-0.3390299081802368,-0.15110963582992554,0.2393834888935089,-0.6891077756881714,0.12356019020080566,1.1734977960586548,1.1840054988861084,-0.17302998900413513,1.1818519830703735,1.0958126783370972,0.16896158456802368,1.8541368246078491,0.9896656274795532,-0.1317339539527893,1.8655606508255005,0.9973084330558777,0.16739219427108765,2.4515788555145264,1.9379501342773438,-0.11803045868873596,2.438286542892456,1.6446794271469116,0.17108780145645142,2.539212703704834,2.039669990539551,-0.12245473265647888,2.5193469524383545,1.7027193307876587,0.14332151412963867,2.6411068439483643,1.6818897724151611,-0.07648298144340515,2.6320981979370117,1.2597774267196655
6,1,0.0,0.0,0.0,0.034179091453552246,-0.060623764991760254,0.10444092750549316,0.05682981014251709,-0.05683720111846924,0.1050260066986084,0.07478219270706177,-0.05234995484352112,0.10592687129974365,-0.03427916765213013,-0.065945103764534,0.08194518089294434,-0.056892335414886475,-0.06572684645652771,0.08129572868347168,-0.07515299320220947,-0.0640324205160141,0.08142578601837158,0.10256534814834595,-0.007174849510192871,0.6473230123519897,-0.09695616364479065,-0.02954024076461792,0.5463218688964844,0.03872561454772949,0.08167287707328796,0.1926015019416809,-0.04028156399726868,0.0736803412437439,0.1602078676223755,0.20242804288864136,0.39126819372177124,0.9588322043418884,-0.26253506541252136,0.34733736515045166,0.7759642004966736,0.3327401280403137,0.8456375002861023,0.5397810339927673,-0.3861071765422821,0.8443331122398376,0.08517098426818848,0.370338499546051,0.4243617653846741,-0.3238323926925659,-0.2329581081867218,0.3462655544281006,-0.8667155504226685,0.37925583124160767,0.295268714427948,-0.4619976282119751,-0.21932530403137207,0.22510701417922974,-1.0568395853042603,0.37591588497161865,0.24434155225753784,-0.43732917308807373,-0.19882658123970032,0.18234875798225403,-0.9626442193984985,0.35273313522338867,0.30098921060562134,-0.3520580530166626,-0.19721713662147522,0.2224833369255066,-0.8635860681533813,0.1555423140525818,1.188286542892456,1.2044764757156372,-0.1682291328907013,1.1892528533935547,1.145661473274231,0.15264534950256348,1.8485941886901855,0.9924282431602478,-0.1349669098854065,1.846104383468628,0.9960840344429016,0.16504031419754028,2.4650673866271973,1.9330521821975708,-0.11314144730567932,2.416527032852173,1.7328510284423828,0.17387986183166504,2.5601096153259277,2.0286827087402344,-0.11298558115959167,2.499281883239746,1.7961881160736084,0.12433087825775146,2.6369893550872803,1.6050328016281128,-0.08251163363456726,2.596933126449585,1.322532057762146
6,1,0.0,0.0,0.0,0.03387528657913208,-0.059861406683921814,0.11511945724487305,0.0559658408164978,-0.05586838722229004,0.11587762832641602,0.07364785671234131,-0.0509086549282074,0.11682671308517456,-0.03613588213920593,-0.06600187718868256,0.07686775922775269,-0.06019937992095947,-0.06578096747398376,0.07630014419555664,-0.07889366149902344,-0.06411558389663696,0.07638156414031982,0.0966673493385315,-0.0060107409954071045,0.677747368812561,-0.10354295372962952,-0.02662944793701172,0.5144529938697815,0.0373724102973938,0.0800519585609436,0.19938182830810547,-0.04281729459762573,0.07332649827003479,0.14903753995895386,0.18853557109832764,0.38233304023742676,0.994111955165863,-0.25401055812835693,0.37966662645339966,0.6685506105422974,0.299463152885437,0.8538786172866821,0.5096010565757751,-0.3658621311187744,0.8894126415252686,-0.06387472152709961,0.3624558448791504,0.3786095380783081,-0.43625175952911377,-0.26866963505744934,0.36786139011383057,-0.9795308113098145,0.39812004566192627,0.2372910976409912,-0.5805096626281738,-0.24595612287521362,0.22279560565948486,-1.1679964065551758,0.38634192943573,0.21273618936538696,-0.5545287132263184,-0.23094505071640015,0.175173819065094,-1.0812864303588867,0.37206894159317017,0.2668313980102539,-0.4706929922103882,-0.23021221160888672,0.22248244285583496,-0.9812827110290527,0.15582150220870972,1.2302647829055786,1.104210376739502,-0.17322379350662231,1.2428748607635498,0.9658426642417908,0.15583598613739014,1.894097089767456,0.8413375616073608,-0.131618469953537,1.9008007049560547,0.7848028540611267,0.16771763563156128,2.536301374435425,1.8244413137435913,-0.11708173155784607,2.5208094120025635,1.4835786819458008,0.1746819019317627,2.6326353549957275,1.9274574518203735,-0.12228924036026001,2.609156370162964,1.5439083576202393,0.13919830322265625,2.709887742996216,1.5265278816223145,-0.06784623861312866,2.70389461517334,1.0641745328903198
6,1,0.0,0.0,0.0,0.031555354595184326,-0.05765311419963837,0.10395020246505737,0.05286341905593872,-0.05367502570152283,0.10483813285827637,0.07043492794036865,-0.049028754234313965,0.10582208633422852,-0.0375368595123291,-0.062236398458480835,0.07557791471481323,-0.060653895139694214,-0.06120516359806061,0.07505166530609131,-0.07763701677322388,-0.0585496723651886,0.0751570463180542,0.09134012460708618,-0.00445672869682312,0.601387083530426,-0.1007445752620697,-0.016584664583206177,0.4908122420310974,0.03906655311584473,0.07675683498382568,0.17661452293395996,-0.041159987449645996,0.06978943943977356,0.1416509747505188,0.19270199537277222,0.37117063999176025,0.8586215376853943,-0.224077045917511,0.35820627212524414,0.6126747727394104,0.3332098126411438,0.821313738822937,0.4044082760810852,-0.333964467048645,0.8202284574508667,-0.07292419672012329,0.35420936346054077,0.44214123487472534,-0.3764806389808655,-0.2757129669189453,0.3515341877937317,-0.8479894995689392,0.3809378743171692,0.2985662817955017,-0.4907868504524231,-0.27041083574295044,0.21488016843795776,-1.0105671882629395,0.37121695280075073,0.26254212856292725,-0.4513779282569885,-0.2660657465457916,0.16964557766914368,-0.9196640849113464,0.34684526920318604,0.3150782585144043,-0.397921621799469,-0.2517366111278534,0.21816176176071167,-0.8453990817070007,0.1467658281326294,1.1538243293762207,0.9233394861221313,-0.1655019223690033,1.1536916494369507,0.8239635825157166,0.14181643724441528,1.7943059206008911,0.7537997364997864,-0.13040417432785034,1.790847659111023,0.7408664226531982,0.14670562744140625,2.39676570892334,1.5745265483856201,-0.12188327312469482,2.377887725830078,1.2691935300827026,0.15413898229599,2.4807958602905273,1.662611722946167,-0.12851181626319885,2.456454277038574,1.3166251182556152,0.1162678599357605,2.574286460876465,1.2955620288848877,-0.07658335566520691,2.564028739929199,0.9028798341751099
